team,domain,side,label,index_value,rank_of_league,n_metrics_used,n_metrics_defined,min_confidence,index_prev_week,rank_prev_week,index_preseason,delta_vs_prev_week,delta_vs_preseason,rank_change_vs_prev_week,season,through_week
SF,passing_offense,offense,Passing-Offense Strength Index,0.6701234160317937,7,3,3,prior_season_only,0.6701234160317937,7,0.6701234160317937,0.0,0.0,0,2026,0
DAL,passing_offense,offense,Passing-Offense Strength Index,0.4155323695434238,8,3,3,prior_season_only,0.4155323695434238,8,0.4155323695434238,0.0,0.0,0,2026,0
JAX,passing_offense,offense,Passing-Offense Strength Index,0.2944407193386158,9,3,3,prior_season_only,0.2944407193386158,9,0.2944407193386158,0.0,0.0,0,2026,0
CHI,passing_offense,offense,Passing-Offense Strength Index,0.28335014760783256,10,3,3,prior_season_only,0.28335014760783256,10,0.28335014760783256,0.0,0.0,0,2026,0
IND,passing_offense,offense,Passing-Offense Strength Index,0.15221401037848328,11,3,3,prior_season_only,0.15221401037848328,11,0.15221401037848328,0.0,0.0,0,2026,0
BAL,passing_offense,offense,Passing-Offense Strength Index,0.10763829898804289,12,3,3,prior_season_only,0.10763829898804289,12,0.10763829898804289,0.0,0.0,0,2026,0
KC,passing_offense,offense,Passing-Offense Strength Index,0.09151930027907633,13,3,3,prior_season_only,0.09151930027907633,13,0.09151930027907633,0.0,0.0,0,2026,0
WAS,passing_offense,offense,Passing-Offense Strength Index,0.06342732545035067,14,3,3,prior_season_only,0.06342732545035067,14,0.06342732545035067,0.0,0.0,0,2026,0
TB,passing_offense,offense,Passing-Offense Strength Index,0.019823705733332142,15,3,3,prior_season_only,0.019823705733332142,15,0.019823705733332142,0.0,0.0,0,2026,0
DEN,passing_offense,offense,Passing-Offense Strength Index,0.015195102815935127,16,3,3,prior_season_only,0.015195102815935127,16,0.015195102815935127,0.0,0.0,0,2026,0
HOU,passing_offense,offense,Passing-Offense Strength Index,-0.006288283156073789,17,3,3,prior_season_only,-0.006288283156073789,17,-0.006288283156073789,0.0,0.0,0,2026,0
PHI,passing_offense,offense,Passing-Offense Strength Index,-0.00864197282893732,18,3,3,prior_season_only,-0.00864197282893732,18,-0.00864197282893732,0.0,0.0,0,2026,0
ATL,passing_offense,offense,Passing-Offense Strength Index,-0.025809503173857083,19,3,3,prior_season_only,-0.025809503173857083,19,-0.025809503173857083,0.0,0.0,0,2026,0
NYG,passing_offense,offense,Passing-Offense Strength Index,-0.07161347162377552,20,3,3,prior_season_only,-0.07161347162377552,20,-0.07161347162377552,0.0,0.0,0,2026,0
MIA,passing_offense,offense,Passing-Offense Strength Index,-0.14994810866542704,21,3,3,prior_season_only,-0.14994810866542704,21,-0.14994810866542704,0.0,0.0,0,2026,0
ARI,passing_offense,offense,Passing-Offense Strength Index,-0.1518740491728944,22,3,3,prior_season_only,-0.1518740491728944,22,-0.1518740491728944,0.0,0.0,0,2026,0
PIT,passing_offense,offense,Passing-Offense Strength Index,-0.16506870769280704,23,3,3,prior_season_only,-0.16506870769280704,23,-0.16506870769280704,0.0,0.0,0,2026,0
CIN,passing_offense,offense,Passing-Offense Strength Index,-0.17999690954584394,24,3,3,prior_season_only,-0.17999690954584394,24,-0.17999690954584394,0.0,0.0,0,2026,0
LAC,passing_offense,offense,Passing-Offense Strength Index,-0.18207496096441353,25,3,3,prior_season_only,-0.18207496096441353,25,-0.18207496096441353,0.0,0.0,0,2026,0
CAR,passing_offense,offense,Passing-Offense Strength Index,-0.23246745088526047,26,3,3,prior_season_only,-0.23246745088526047,26,-0.23246745088526047,0.0,0.0,0,2026,0
NO,passing_offense,offense,Passing-Offense Strength Index,-0.4305321775522717,27,3,3,prior_season_only,-0.4305321775522717,27,-0.4305321775522717,0.0,0.0,0,2026,0
MIN,passing_offense,offense,Passing-Offense Strength Index,-0.6216784602753986,28,3,3,prior_season_only,-0.6216784602753986,28,-0.6216784602753986,0.0,0.0,0,2026,0
LV,passing_offense,offense,Passing-Offense Strength Index,-0.7402382187405913,29,3,3,prior_season_only,-0.7402382187405913,29,-0.7402382187405913,0.0,0.0,0,2026,0
NYJ,passing_offense,offense,Passing-Offense Strength Index,-0.9662004321969256,30,3,3,prior_season_only,-0.9662004321969256,30,-0.9662004321969256,0.0,0.0,0,2026,0
TEN,passing_offense,offense,Passing-Offense Strength Index,-1.0116267868731155,31,3,3,prior_season_only,-1.0116267868731155,31,-1.0116267868731155,0.0,0.0,0,2026,0
CLE,passing_offense,offense,Passing-Offense Strength Index,-1.3215860272285835,32,3,3,prior_season_only,-1.3215860272285835,32,-1.3215860272285835,0.0,0.0,0,2026,0
SEA,rushing_defense,defense,Run-Defense Strength Index,1.0283216299015512,1,3,3,prior_season_only,1.0283216299015512,1,1.0283216299015512,0.0,0.0,0,2026,0
HOU,rushing_defense,defense,Run-Defense Strength Index,0.6629274729239041,2,3,3,prior_season_only,0.6629274729239041,2,0.6629274729239041,0.0,0.0,0,2026,0
DEN,rushing_defense,defense,Run-Defense Strength Index,0.6263765986080138,3,3,3,prior_season_only,0.6263765986080138,3,0.6263765986080138,0.0,0.0,0,2026,0
JAX,rushing_defense,defense,Run-Defense Strength Index,0.4844482596307999,4,3,3,prior_season_only,0.4844482596307999,4,0.4844482596307999,0.0,0.0,0,2026,0
TB,rushing_defense,defense,Run-Defense Strength Index,0.382929455948049,5,3,3,prior_season_only,0.382929455948049,5,0.382929455948049,0.0,0.0,0,2026,0
LA,rushing_defense,defense,Run-Defense Strength Index,0.36706948888506136,6,3,3,prior_season_only,0.36706948888506136,6,0.36706948888506136,0.0,0.0,0,2026,0
NO,rushing_defense,defense,Run-Defense Strength Index,0.3655682745431168,7,3,3,prior_season_only,0.3655682745431168,7,0.3655682745431168,0.0,0.0,0,2026,0
KC,rushing_defense,defense,Run-Defense Strength Index,0.3268876953916652,8,3,3,prior_season_only,0.3268876953916652,8,0.3268876953916652,0.0,0.0,0,2026,0
CLE,rushing_defense,defense,Run-Defense Strength Index,0.22003752074523253,9,3,3,prior_season_only,0.22003752074523253,9,0.22003752074523253,0.0,0.0,0,2026,0
LAC,rushing_defense,defense,Run-Defense Strength Index,0.10335518786060212,10,3,3,prior_season_only,0.10335518786060212,10,0.10335518786060212,0.0,0.0,0,2026,0
BAL,rushing_defense,defense,Run-Defense Strength Index,0.09183306876200326,11,3,3,prior_season_only,0.09183306876200326,11,0.09183306876200326,0.0,0.0,0,2026,0
IND,rushing_defense,defense,Run-Defense Strength Index,0.08175750852781884,12,3,3,prior_season_only,0.08175750852781884,12,0.08175750852781884,0.0,0.0,0,2026,0
TEN,rushing_defense,defense,Run-Defense Strength Index,0.051315762479349526,13,3,3,prior_season_only,0.051315762479349526,13,0.051315762479349526,0.0,0.0,0,2026,0
LV,rushing_defense,defense,Run-Defense Strength Index,0.02956309249139782,14,3,3,prior_season_only,0.02956309249139782,14,0.02956309249139782,0.0,0.0,0,2026,0
MIN,rushing_defense,defense,Run-Defense Strength Index,0.02341525292313486,15,3,3,prior_season_only,0.02341525292313486,15,0.02341525292313486,0.0,0.0,0,2026,0
PHI,rushing_defense,defense,Run-Defense Strength Index,0.011917587784800768,16,3,3,prior_season_only,0.011917587784800768,16,0.011917587784800768,0.0,0.0,0,2026,0
CAR,rushing_defense,defense,Run-Defense Strength Index,-0.025455674495822932,17,3,3,prior_season_only,-0.025455674495822932,17,-0.025455674495822932,0.0,0.0,0,2026,0
NE,rushing_defense,defense,Run-Defense Strength Index,-0.0462060456751572,18,3,3,prior_season_only,-0.0462060456751572,18,-0.0462060456751572,0.0,0.0,0,2026,0
GB,rushing_defense,defense,Run-Defense Strength Index,-0.06109047975186669,19,3,3,prior_season_only,-0.06109047975186669,19,-0.06109047975186669,0.0,0.0,0,2026,0
PIT,rushing_defense,defense,Run-Defense Strength Index,-0.07378686818179984,20,3,3,prior_season_only,-0.07378686818179984,20,-0.07378686818179984,0.0,0.0,0,2026,0
SF,rushing_defense,defense,Run-Defense Strength Index,-0.195854206500644,21,3,3,prior_season_only,-0.195854206500644,21,-0.195854206500644,0.0,0.0,0,2026,0
ATL,rushing_defense,defense,Run-Defense Strength Index,-0.2005700364656651,22,3,3,prior_season_only,-0.2005700364656651,22,-0.2005700364656651,0.0,0.0,0,2026,0
DET,rushing_defense,defense,Run-Defense Strength Index,-0.2564121516784916,23,3,3,prior_season_only,-0.2564121516784916,23,-0.2564121516784916,0.0,0.0,0,2026,0
NYJ,rushing_defense,defense,Run-Defense Strength Index,-0.2767023679194763,24,3,3,prior_season_only,-0.2767023679194763,24,-0.2767023679194763,0.0,0.0,0,2026,0
MIA,rushing_defense,defense,Run-Defense Strength Index,-0.35098892392661085,25,3,3,prior_season_only,-0.35098892392661085,25,-0.35098892392661085,0.0,0.0,0,2026,0
CHI,rushing_defense,defense,Run-Defense Strength Index,-0.42070738600036367,26,3,3,prior_season_only,-0.42070738600036367,26,-0.42070738600036367,0.0,0.0,0,2026,0
ARI,rushing_defense,defense,Run-Defense Strength Index,-0.46102516542724564,27,3,3,prior_season_only,-0.46102516542724564,27,-0.46102516542724564,0.0,0.0,0,2026,0
CIN,rushing_defense,defense,Run-Defense Strength Index,-0.6341899704286912,28,3,3,prior_season_only,-0.6341899704286912,28,-0.6341899704286912,0.0,0.0,0,2026,0
WAS,rushing_defense,defense,Run-Defense Strength Index,-0.6561459181324131,29,3,3,prior_season_only,-0.6561459181324131,29,-0.6561459181324131,0.0,0.0,0,2026,0
BUF,rushing_defense,defense,Run-Defense Strength Index,-0.7773391322731894,30,3,3,prior_season_only,-0.7773391322731894,30,-0.7773391322731894,0.0,0.0,0,2026,0
DAL,rushing_defense,defense,Run-Defense Strength Index,-0.8582485378569361,31,3,3,prior_season_only,-0.8582485378569361,31,-0.8582485378569361,0.0,0.0,0,2026,0
NYG,rushing_defense,defense,Run-Defense Strength Index,-1.3564505012224262,32,3,3,prior_season_only,-1.3564505012224262,32,-1.3564505012224262,0.0,0.0,0,2026,0
LA,rushing_offense,offense,Rushing-Offense Strength Index,1.1146929865385684,1,2,2,prior_season_only,1.1146929865385684,1,1.1146929865385684,0.0,0.0,0,2026,0
BUF,rushing_offense,offense,Rushing-Offense Strength Index,0.9066526045834448,2,2,2,prior_season_only,0.9066526045834448,2,0.9066526045834448,0.0,0.0,0,2026,0
IND,rushing_offense,offense,Rushing-Offense Strength Index,0.8196594722128349,3,2,2,prior_season_only,0.8196594722128349,3,0.8196594722128349,0.0,0.0,0,2026,0
CHI,rushing_offense,offense,Rushing-Offense Strength Index,0.7652450663562299,4,2,2,prior_season_only,0.7652450663562299,4,0.7652450663562299,0.0,0.0,0,2026,0
CIN,rushing_offense,offense,Rushing-Offense Strength Index,0.7239492912800413,5,2,2,prior_season_only,0.7239492912800413,5,0.7239492912800413,0.0,0.0,0,2026,0
PIT,rushing_offense,offense,Rushing-Offense Strength Index,0.5689746017402719,6,2,2,prior_season_only,0.5689746017402719,6,0.5689746017402719,0.0,0.0,0,2026,0
DAL,rushing_offense,offense,Rushing-Offense Strength Index,0.5477716958345539,7,2,2,prior_season_only,0.5477716958345539,7,0.5477716958345539,0.0,0.0,0,2026,0
BAL,rushing_offense,offense,Rushing-Offense Strength Index,0.5451960863700809,8,2,2,prior_season_only,0.5451960863700809,8,0.5451960863700809,0.0,0.0,0,2026,0
WAS,rushing_offense,offense,Rushing-Offense Strength Index,0.3521185969075601,9,2,2,prior_season_only,0.3521185969075601,9,0.3521185969075601,0.0,0.0,0,2026,0
MIN,rushing_offense,offense,Rushing-Offense Strength Index,0.3398660837823052,10,2,2,prior_season_only,0.3398660837823052,10,0.3398660837823052,0.0,0.0,0,2026,0
SF,rushing_offense,offense,Rushing-Offense Strength Index,0.2943815647113339,11,2,2,prior_season_only,0.2943815647113339,11,0.2943815647113339,0.0,0.0,0,2026,0
GB,rushing_offense,offense,Rushing-Offense Strength Index,0.2703833306985048,12,2,2,prior_season_only,0.2703833306985048,12,0.2703833306985048,0.0,0.0,0,2026,0
DEN,rushing_offense,offense,Rushing-Offense Strength Index,0.21332764557960945,13,2,2,prior_season_only,0.21332764557960945,13,0.21332764557960945,0.0,0.0,0,2026,0
MIA,rushing_offense,offense,Rushing-Offense Strength Index,0.2013473589396704,14,2,2,prior_season_only,0.2013473589396704,14,0.2013473589396704,0.0,0.0,0,2026,0
NYG,rushing_offense,offense,Rushing-Offense Strength Index,0.17649380996662245,15,2,2,prior_season_only,0.17649380996662245,15,0.17649380996662245,0.0,0.0,0,2026,0
PHI,rushing_offense,offense,Rushing-Offense Strength Index,0.17311006538563362,16,2,2,prior_season_only,0.17311006538563362,16,0.17311006538563362,0.0,0.0,0,2026,0
CAR,rushing_offense,offense,Rushing-Offense Strength Index,0.1396326258869232,17,2,2,prior_season_only,0.1396326258869232,17,0.1396326258869232,0.0,0.0,0,2026,0
ATL,rushing_offense,offense,Rushing-Offense Strength Index,0.13161740710363615,18,2,2,prior_season_only,0.13161740710363615,18,0.13161740710363615,0.0,0.0,0,2026,0
KC,rushing_offense,offense,Rushing-Offense Strength Index,0.12774129187863315,19,2,2,prior_season_only,0.12774129187863315,19,0.12774129187863315,0.0,0.0,0,2026,0
DET,rushing_offense,offense,Rushing-Offense Strength Index,0.016399806200415916,20,2,2,prior_season_only,0.016399806200415916,20,0.016399806200415916,0.0,0.0,0,2026,0
SEA,rushing_offense,offense,Rushing-Offense Strength Index,-0.008251331764281205,21,2,2,prior_season_only,-0.008251331764281205,21,-0.008251331764281205,0.0,0.0,0,2026,0
NYJ,rushing_offense,offense,Rushing-Offense Strength Index,-0.02045454020500477,22,2,2,prior_season_only,-0.02045454020500477,22,-0.02045454020500477,0.0,0.0,0,2026,0
TB,rushing_offense,offense,Rushing-Offense Strength Index,-0.021999442367433297,23,2,2,prior_season_only,-0.021999442367433297,23,-0.021999442367433297,0.0,0.0,0,2026,0
JAX,rushing_offense,offense,Rushing-Offense Strength Index,-0.03228591082236433,24,2,2,prior_season_only,-0.03228591082236433,24,-0.03228591082236433,0.0,0.0,0,2026,0
LAC,rushing_offense,offense,Rushing-Offense Strength Index,-0.07106266419815797,25,2,2,prior_season_only,-0.07106266419815797,25,-0.07106266419815797,0.0,0.0,0,2026,0
NE,rushing_offense,offense,Rushing-Offense Strength Index,-0.18028572453540334,26,2,2,prior_season_only,-0.18028572453540334,26,-0.18028572453540334,0.0,0.0,0,2026,0
TEN,rushing_offense,offense,Rushing-Offense Strength Index,-0.3165885268767845,27,2,2,prior_season_only,-0.3165885268767845,27,-0.3165885268767845,0.0,0.0,0,2026,0
ARI,rushing_offense,offense,Rushing-Offense Strength Index,-0.45991644851334446,28,2,2,prior_season_only,-0.45991644851334446,28,-0.45991644851334446,0.0,0.0,0,2026,0
NO,rushing_offense,offense,Rushing-Offense Strength Index,-0.5178371994391027,29,2,2,prior_season_only,-0.5178371994391027,29,-0.5178371994391027,0.0,0.0,0,2026,0
HOU,rushing_offense,offense,Rushing-Offense Strength Index,-0.574330278425152,30,2,2,prior_season_only,-0.574330278425152,30,-0.574330278425152,0.0,0.0,0,2026,0
CLE,rushing_offense,offense,Rushing-Offense Strength Index,-0.582510978129352,31,2,2,prior_season_only,-0.582510978129352,31,-0.582510978129352,0.0,0.0,0,2026,0
LV,rushing_offense,offense,Rushing-Offense Strength Index,-1.4407639608157408,32,2,2,prior_season_only,-1.4407639608157408,32,-1.4407639608157408,0.0,0.0,0,2026,0
NYJ,special_teams,special,Special-Teams Strength Index,1.4463200350290448,1,1,1,prior_season_only,1.4463200350290448,1,1.4463200350290448,0.0,0.0,0,2026,0
SF,special_teams,special,Special-Teams Strength Index,0.8002510666357071,2,1,1,prior_season_only,0.8002510666357071,2,0.8002510666357071,0.0,0.0,0,2026,0
MIA,special_teams,special,Special-Teams Strength Index,0.7710144188063311,3,1,1,prior_season_only,0.7710144188063311,3,0.7710144188063311,0.0,0.0,0,2026,0
JAX,special_teams,special,Special-Teams Strength Index,0.7435590124066097,4,1,1,prior_season_only,0.7435590124066097,4,0.7435590124066097,0.0,0.0,0,2026,0
CIN,special_teams,special,Special-Teams Strength Index,0.7178177264492009,5,1,1,prior_season_only,0.7178177264492009,5,0.7178177264492009,0.0,0.0,0,2026,0
DAL,special_teams,special,Special-Teams Strength Index,0.6672666033459298,6,1,1,prior_season_only,0.6672666033459298,6,0.6672666033459298,0.0,0.0,0,2026,0
IND,special_teams,special,Special-Teams Strength Index,0.660732141353727,7,1,1,prior_season_only,0.660732141353727,7,0.660732141353727,0.0,0.0,0,2026,0
SEA,special_teams,special,Special-Teams Strength Index,0.6415816659507904,8,1,1,prior_season_only,0.6415816659507904,8,0.6415816659507904,0.0,0.0,0,2026,0
BAL,special_teams,special,Special-Teams Strength Index,0.41886033936012834,9,1,1,prior_season_only,0.41886033936012834,9,0.41886033936012834,0.0,0.0,0,2026,0
PIT,special_teams,special,Special-Teams Strength Index,0.4045439840222495,10,1,1,prior_season_only,0.4045439840222495,10,0.4045439840222495,0.0,0.0,0,2026,0
DET,special_teams,special,Special-Teams Strength Index,0.39807198381051684,11,1,1,prior_season_only,0.39807198381051684,11,0.39807198381051684,0.0,0.0,0,2026,0
HOU,special_teams,special,Special-Teams Strength Index,0.36776849213807733,12,1,1,prior_season_only,0.36776849213807733,12,0.36776849213807733,0.0,0.0,0,2026,0
TEN,special_teams,special,Special-Teams Strength Index,0.3624756490733302,13,1,1,prior_season_only,0.3624756490733302,13,0.3624756490733302,0.0,0.0,0,2026,0
MIN,special_teams,special,Special-Teams Strength Index,0.32038969913334814,14,1,1,prior_season_only,0.32038969913334814,14,0.32038969913334814,0.0,0.0,0,2026,0
WAS,special_teams,special,Special-Teams Strength Index,0.31293108631299205,15,1,1,prior_season_only,0.31293108631299205,15,0.31293108631299205,0.0,0.0,0,2026,0
CAR,special_teams,special,Special-Teams Strength Index,0.3109374002550057,16,1,1,prior_season_only,0.3109374002550057,16,0.3109374002550057,0.0,0.0,0,2026,0
BUF,special_teams,special,Special-Teams Strength Index,0.20493121730509029,17,1,1,prior_season_only,0.20493121730509029,17,0.20493121730509029,0.0,0.0,0,2026,0
GB,special_teams,special,Special-Teams Strength Index,0.17687345611844119,18,1,1,prior_season_only,0.17687345611844119,18,0.17687345611844119,0.0,0.0,0,2026,0
KC,special_teams,special,Special-Teams Strength Index,0.16962318603118848,19,1,1,prior_season_only,0.16962318603118848,19,0.16962318603118848,0.0,0.0,0,2026,0
LAC,special_teams,special,Special-Teams Strength Index,0.15235351139530473,20,1,1,prior_season_only,0.15235351139530473,20,0.15235351139530473,0.0,0.0,0,2026,0
CHI,special_teams,special,Special-Teams Strength Index,0.014740748666968806,21,1,1,prior_season_only,0.014740748666968806,21,0.014740748666968806,0.0,0.0,0,2026,0
DEN,special_teams,special,Special-Teams Strength Index,-0.027657127981070416,22,1,1,prior_season_only,-0.027657127981070416,22,-0.027657127981070416,0.0,0.0,0,2026,0
NE,special_teams,special,Special-Teams Strength Index,-0.06925201362333006,23,1,1,prior_season_only,-0.06925201362333006,23,-0.06925201362333006,0.0,0.0,0,2026,0
LV,special_teams,special,Special-Teams Strength Index,-0.14247700462118543,24,1,1,prior_season_only,-0.14247700462118543,24,-0.14247700462118543,0.0,0.0,0,2026,0
PHI,special_teams,special,Special-Teams Strength Index,-0.1680426418491578,25,1,1,prior_season_only,-0.1680426418491578,25,-0.1680426418491578,0.0,0.0,0,2026,0
TB,special_teams,special,Special-Teams Strength Index,-0.2044045471871708,26,1,1,prior_season_only,-0.2044045471871708,26,-0.2044045471871708,0.0,0.0,0,2026,0
NYG,special_teams,special,Special-Teams Strength Index,-0.22246100903407928,27,1,1,prior_season_only,-0.22246100903407928,27,-0.22246100903407928,0.0,0.0,0,2026,0
ATL,special_teams,special,Special-Teams Strength Index,-0.25300524610407105,28,1,1,prior_season_only,-0.25300524610407105,28,-0.25300524610407105,0.0,0.0,0,2026,0
ARI,special_teams,special,Special-Teams Strength Index,-0.4399457632012958,29,1,1,prior_season_only,-0.4399457632012958,29,-0.4399457632012958,0.0,0.0,0,2026,0
LA,special_teams,special,Special-Teams Strength Index,-0.4552768926759903,30,1,1,prior_season_only,-0.4552768926759903,30,-0.4552768926759903,0.0,0.0,0,2026,0
CLE,special_teams,special,Special-Teams Strength Index,-0.6352273873756277,31,1,1,prior_season_only,-0.6352273873756277,31,-0.6352273873756277,0.0,0.0,0,2026,0
NO,special_teams,special,Special-Teams Strength Index,-0.9623685154695192,32,1,1,prior_season_only,-0.9623685154695192,32,-0.9623685154695192,0.0,0.0,0,2026,0
