group,factor,family,outcome,orientation,association_pearson,association_spearman,association_r2,n_association,stability_mean_r,stability_sd_r,stability_frac_same_sign,n_seasons,chronological_pearson,chronological_spearman,chronological_pearson_ci_lo,chronological_pearson_ci_hi,chronological_r2,n_chronological,evidence_tier,rank_in_group,group_leader,redundancy_note
defense_efficiency,team_defense.early_down_epa_per_play,team_defense,win,higher_metric_lower_outcome,-0.4598170426727277,-0.46196081593162946,0.2114317127322931,315,-0.47583735544561473,0.1239212806049444,1.0,10,-0.17796060489700002,-0.15517392904124272,-0.26306885813969033,-0.08616794710561376,0.03166997689530615,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.pass_epa_per_dropback,team_defense,win,higher_metric_lower_outcome,-0.5507573372092148,-0.5450440177683586,0.3033336444897848,315,-0.5600396297782446,0.12313268922696588,1.0,10,-0.17293978550532,-0.1658285497356565,-0.2585522975449688,-0.08239617220274455,0.029908169410626087,1565,moderate + temporally consistent,3,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.rush_epa_per_play,team_defense,win,higher_metric_lower_outcome,-0.2738770468785793,-0.2728909672391089,0.07500863680693151,315,-0.27385302021187563,0.22566660183074566,0.9,10,-0.1435169438096021,-0.1287881649603063,-0.22505233717502343,-0.05704180092348788,0.020597113160448485,1565,weak but statistically detectable chronologically,4,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.pass_success_rate,team_defense,win,higher_metric_lower_outcome,-0.41335024634424256,-0.3941699972740851,0.170858426152846,315,-0.4273967592443917,0.14785836880054135,1.0,10,-0.1136507823206574,-0.09240178194433449,-0.2043885672367621,-0.012465392405496243,0.012916500322097452,1565,weak but statistically detectable chronologically,5,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.success_rate,team_defense,win,higher_metric_lower_outcome,-0.2895533868121661,-0.2822446950238614,0.08384116381439588,315,-0.3081420513183725,0.173363290261269,0.9,10,-0.10640532616657104,-0.09243317012169854,-0.19506207668103887,-0.0058490587882571105,0.011322093436614368,1565,weak but statistically detectable chronologically,6,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.rush_success_rate,team_defense,win,higher_metric_lower_outcome,-0.1023118383236559,-0.12713897943277933,0.010467712261165904,315,-0.10417862987982081,0.2214701458267348,0.7,10,-0.08745808294827427,-0.06778678254683346,-0.17175896636873503,0.00267069567179829,0.007648916272987223,1565,weak / insufficient evidence,7,false,factors within a group are correlated; count the group as ONE line of evidence
defense_explosiveness,team_defense.explosive_rush_rate,team_defense,win,higher_metric_lower_outcome,-0.20622883621490293,-0.18068708415398732,0.04253033288655326,315,-0.19751789777932133,0.18510587407678844,0.9,10,-0.17001984126993439,-0.14497896700963558,-0.2608947630103112,-0.07515025790802364,0.028906746425453683,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
defense_explosiveness,team_defense.explosive_pass_rate,team_defense,win,higher_metric_lower_outcome,-0.3460507563943019,-0.3275662954047216,0.11975112600106846,315,-0.3272054061122566,0.2040794614852805,1.0,10,-0.12035342155173798,-0.09656502638864117,-0.20831504772301163,-0.029104017200546117,0.014484946079210347,1565,weak but statistically detectable chronologically,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.pass_epa_per_dropback,team_offense,win,higher_metric_higher_outcome,0.7166389437461679,0.7190840925582521,0.5135713756936232,315,0.7391741320754692,0.06977869855557241,1.0,10,0.2890856070072246,0.3017542190503445,0.20497022046136062,0.3650523013529835,0.0835704881787355,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.epa_per_play,team_offense,win,higher_metric_higher_outcome,0.7055660275852027,0.6985222469218277,0.497823419282363,315,0.7329598490165389,0.08650742506480016,1.0,10,0.2877654379665605,0.2847078121028441,0.2118839951989776,0.36116847326393947,0.08280894728808638,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.success_rate,team_offense,win,higher_metric_higher_outcome,0.61503478242016,0.603862736741879,0.3782677835866135,315,0.6541191383848315,0.10624055567956762,1.0,10,0.26422285551202485,0.26674335888498774,0.1869813909214327,0.33955416285404744,0.06981371737492836,1565,moderate + temporally consistent,3,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.pass_success_rate,team_offense,win,higher_metric_higher_outcome,0.6392772783922344,0.6317684277613327,0.4086754386685823,315,0.6668892279217365,0.08677712970397337,1.0,10,0.2604048100990569,0.25011308478442607,0.17421528680557044,0.3393682564622118,0.06781066512272589,1565,moderate + temporally consistent,4,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.early_down_epa_per_play,team_offense,win,higher_metric_higher_outcome,0.6470845070932516,0.6391948184579,0.41871835932011636,315,0.6773471519771888,0.07589132304807115,1.0,10,0.22697725436522576,0.19686290726715827,0.14826190779051907,0.3034797434116623,0.051518673999176395,1565,moderate + temporally consistent,5,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.rush_success_rate,team_offense,win,higher_metric_higher_outcome,0.37237109851369343,0.3611553272441768,0.13866023500829477,315,0.4034981220836792,0.14605369109141975,1.0,10,0.15477149093255246,0.1497031318958074,0.0686539831032169,0.23526082279538843,0.023954214405485168,1565,moderate + temporally consistent,6,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.rush_epa_per_play,team_offense,win,higher_metric_higher_outcome,0.4230478411247199,0.4213999685176014,0.17896947588028622,315,0.4387748087930836,0.11763136244400002,1.0,10,0.1486686415112651,0.12851683223100596,0.05869885586316696,0.2381446242236226,0.022102364968805056,1565,weak but statistically detectable chronologically,7,false,factors within a group are correlated; count the group as ONE line of evidence
offense_explosiveness,team_offense.explosive_pass_rate,team_offense,win,higher_metric_higher_outcome,0.44571568877300327,0.42928515758476254,0.19866247521839273,315,0.44751475818013997,0.10743719372647491,1.0,10,0.21770473030491178,0.19728008262986216,0.12686216900637312,0.3038283977564573,0.04739534959713437,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
offense_explosiveness,team_offense.explosive_rush_rate,team_offense,win,higher_metric_higher_outcome,0.19979085616601233,0.20199490906577905,0.03991638620754823,315,0.20938262340338804,0.1484530428714556,0.9,10,0.07703026677462763,0.10645544545900325,-0.022827410611636696,0.1722881018620437,0.005933661999370301,1565,weak / insufficient evidence,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_style,team_offense.proe,team_offense,win,higher_metric_higher_outcome,0.2519896643546056,0.24462284470347037,0.0634987909415468,315,0.25192152919837685,0.15648856824170693,0.9,10,0.08841315973922631,0.05664091777953659,-0.012154397231714369,0.18417606998053054,0.007816886815073948,1565,weak / insufficient evidence,1,true,factors within a group are correlated; count the group as ONE line of evidence
pass_rush,pass_rush.qb_hit_rate_generated,pass_rush,win,higher_metric_higher_outcome,0.2907725332082005,0.28824170803530635,0.08454866606831407,315,0.2845380117164305,0.2186308587339439,0.9,10,0.11569326550189654,0.11146498416518734,0.02607242746600274,0.2087986250135906,0.013384931682492324,1565,weak but statistically detectable chronologically,1,true,factors within a group are correlated; count the group as ONE line of evidence
pass_rush,pass_rush.sack_rate_generated,pass_rush,win,higher_metric_higher_outcome,0.2594047643170489,0.2638209649739119,0.06729083175038368,315,0.2614728898089142,0.19015894138136544,1.0,10,0.0644860452223545,0.06171182716603861,-0.03056527228804234,0.15088125273419117,0.00415845002841955,1565,weak / insufficient evidence,2,false,factors within a group are correlated; count the group as ONE line of evidence
protection,pass_protection.sack_rate_allowed,pass_protection,win,higher_metric_lower_outcome,-0.4626718696876503,-0.47128152559096687,0.21406525900026604,315,-0.4794240587337719,0.1227214390731931,1.0,10,-0.2221755360950193,-0.22430740402523164,-0.3086365851220755,-0.12804940299941264,0.049361968839109226,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
protection,pass_protection.qb_hit_rate_allowed,pass_protection,win,higher_metric_lower_outcome,-0.3662308328786923,-0.37527979021972413,0.13412502295102063,315,-0.36845299938137366,0.12167869185463487,1.0,10,-0.19472640886026293,-0.18576656356404894,-0.2755846119654922,-0.11299412882634,0.037918374307614286,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
special_teams,special_teams.st_epa_per_play,special_teams,win,higher_metric_higher_outcome,0.1436016667927554,0.1564112310236839,0.020621438705657552,312,0.14819002022352243,0.18060501628783932,0.7,10,0.007454782797501386,0.02440174700596829,-0.08302425359289649,0.10277126001177722,0.00005557378655792259,1565,weak / insufficient evidence,1,true,factors within a group are correlated; count the group as ONE line of evidence
