family,metric,window,n,pearson_raw,pearson_normalized,spearman_raw,spearman_normalized,nrmse_raw,nrmse_normalized,note,ablation,skill_vs_league,skill_vs_prior_season,skill_vs_raw_trailing3,spearman,source,unit,n_pairs,n_player_seasons,earliest_valid_season,skill_vs_league_mean,corresponds_to_pbp
team_offense,success_rate,season_to_date,2351,,,,,,,,window,0.07231182149987359,0.10430585044544571,0.15095517204893216,0.4806892642574283,,,,,,,
team_offense,success_rate,trailing_3,2351,,,,,,,,window,-0.09262567530013976,-0.054943296358169524,0.0,0.4115963375494727,,,,,,,
team_offense,success_rate,trailing_5,2351,,,,,,,,window,0.016835911905209278,0.05074318917978693,0.10018214808587611,0.45506050769131606,,,,,,,
team_offense,success_rate,prior_season,2351,,,,,,,,window,-0.03571981458345275,0.0,0.052081753159475386,0.2740772609395804,,,,,,,
team_offense,pass_epa_per_dropback,season_to_date,2351,,,,,,,,window,0.019790444759697268,0.0695462395398051,0.18654204998939616,0.4348269857912847,,,,,,,
team_offense,pass_epa_per_dropback,trailing_3,2351,,,,,,,,window,-0.2049910572851681,-0.14382527142068735,0.0,0.3328495583867546,,,,,,,
team_offense,pass_epa_per_dropback,trailing_5,2351,,,,,,,,window,-0.05869842301897732,-0.004958504663618912,0.12140557673165331,0.3911985836534854,,,,,,,
team_offense,pass_epa_per_dropback,prior_season,2351,,,,,,,,window,-0.053474763491201394,0.0,0.12574059606328625,0.2456890869509247,,,,,,,
team_offense,pass_success_rate,season_to_date,2351,,,,,,,,window,0.020614552729799174,0.052953627685907056,0.15697046444826335,0.44909644975124446,,,,,,,
team_offense,pass_success_rate,trailing_3,2351,,,,,,,,window,-0.16174511801561442,-0.12338457002491676,0.0,0.3704477026156218,,,,,,,
team_offense,pass_success_rate,trailing_5,2351,,,,,,,,window,-0.020934355488146705,0.012776654553324995,0.12120624424743665,0.4343731919584851,,,,,,,
team_offense,pass_success_rate,prior_season,2351,,,,,,,,window,-0.0341472982754667,0.0,0.10983288654407997,0.2705717857701557,,,,,,,
team_offense,rush_epa_per_play,season_to_date,2351,,,,,,,,window,-0.0635788528331167,-0.016717623224191014,0.19471424262906678,0.2400391431810966,,,,,,,
team_offense,rush_epa_per_play,trailing_3,2351,,,,,,,,window,-0.3207471299448399,-0.26255507925973065,0.0,0.19715187945817347,,,,,,,
team_offense,rush_epa_per_play,trailing_5,2351,,,,,,,,window,-0.1683663477899704,-0.11688818653724886,0.11537468354084823,0.20726083153425717,,,,,,,
team_offense,rush_epa_per_play,prior_season,2351,,,,,,,,window,-0.046090702608577505,0.0,0.20795534671934768,0.19642144038262746,,,,,,,
team_offense,rush_success_rate,season_to_date,2351,,,,,,,,window,-0.03998256915426235,-0.022867567132520028,0.18584283895829068,0.2865217958636978,,,,,,,
team_offense,rush_success_rate,trailing_3,2351,,,,,,,,window,-0.2773732381394407,-0.25635149585095696,0.0,0.2387942936118129,,,,,,,
team_offense,rush_success_rate,trailing_5,2351,,,,,,,,window,-0.13793267065535986,-0.1192057029767466,0.10916196090594721,0.2662168711570893,,,,,,,
team_offense,rush_success_rate,prior_season,2351,,,,,,,,window,-0.016732373350855312,0.0,0.20404440691760706,0.2700600533434004,,,,,,,
team_offense,early_down_epa_per_play,season_to_date,2351,,,,,,,,window,-0.0025335942522370924,0.06047443968988275,0.153302295981948,0.3728555997364782,,,,,,,
team_offense,early_down_epa_per_play,trailing_3,2351,,,,,,,,window,-0.1840513910627808,-0.10963518130679373,0.0,0.32434584150682455,,,,,,,
team_offense,early_down_epa_per_play,trailing_5,2351,,,,,,,,window,-0.05492042811458142,0.011380055502085984,0.10905857965530863,0.361884950981216,,,,,,,
team_offense,early_down_epa_per_play,prior_season,2351,,,,,,,,window,-0.06706367192535168,0.0,0.09880290671541136,0.19526454222692907,,,,,,,
team_offense,explosive_pass_rate,season_to_date,2351,,,,,,,,window,-0.05092864095508576,0.015467355694273488,0.19117570624397784,0.3013014916094315,,,,,,,
team_offense,explosive_pass_rate,trailing_3,2351,,,,,,,,window,-0.29932872821460177,-0.2172392099324183,0.0,0.23768167129110346,,,,,,,
team_offense,explosive_pass_rate,trailing_5,2351,,,,,,,,window,-0.14886952827526212,-0.07628578245538287,0.11579763971361157,0.27014031131697547,,,,,,,
team_offense,explosive_pass_rate,prior_season,2351,,,,,,,,window,-0.0674391012155624,0.0,0.17846879081760725,0.14650826516113744,,,,,,,
team_offense,explosive_rush_rate,season_to_date,2351,,,,,,,,window,-0.1374032110712442,-0.0515560282832761,0.1931110333781989,0.1821104349864148,,,,,,,
team_offense,explosive_rush_rate,trailing_3,2351,,,,,,,,window,-0.40961552099690457,-0.30322271313960525,0.0,0.11437138749542189,,,,,,,
team_offense,explosive_rush_rate,trailing_5,2351,,,,,,,,window,-0.25017412639799197,-0.1558153926604673,0.11310984607075913,0.1285493492943663,,,,,,,
team_offense,explosive_rush_rate,prior_season,2351,,,,,,,,window,-0.08163823940804993,0.0,0.23267144601025924,0.16462259387225028,,,,,,,
team_offense,proe,season_to_date,2351,,,,,,,,window,0.13637401735016463,0.14318460894478457,0.14477599152967768,0.5187195829307768,,,,,,,
team_offense,proe,trailing_3,2351,,,,,,,,window,-0.009824296437305424,-0.0018607786604816212,0.0,0.46822565687903983,,,,,,,
team_offense,proe,trailing_5,2351,,,,,,,,window,0.08259489957071098,0.08982959559812143,0.0915200756548189,0.4996758744765995,,,,,,,
team_offense,proe,prior_season,2351,,,,,,,,window,-0.007948726955327334,0.0,0.0018573225942326577,0.32820435239445966,,,,,,,
team_defense,epa_per_play,season_to_date,2351,,,,,,,,window,-0.0958102898938169,-0.010513930820331696,0.15530196443070443,0.24152810409664832,,,,,,,
team_defense,epa_per_play,trailing_3,2351,,,,,,,,window,-0.29728049995437833,-0.19630197806637772,0.0,0.2007770254359108,,,,,,,
team_defense,epa_per_play,trailing_5,2351,,,,,,,,window,-0.17536637024901114,-0.08387747578957594,0.09397669178689916,0.21121130447165154,,,,,,,
team_defense,epa_per_play,prior_season,2351,,,,,,,,window,-0.08440888984503347,0.0,0.16409065743054863,0.12759587895358873,,,,,,,
team_defense,success_rate,season_to_date,2351,,,,,,,,window,-0.08770246276017923,-0.007933741156456398,0.15462508428048072,0.24876323265217468,,,,,,,
team_defense,success_rate,trailing_3,2351,,,,,,,,window,-0.28665097879608714,-0.19229199070637115,0.0,0.21472916985649068,,,,,,,
team_defense,success_rate,trailing_5,2351,,,,,,,,window,-0.16171891126962223,-0.07652205313280436,0.0970986456975016,0.23500817641553848,,,,,,,
team_defense,success_rate,prior_season,2351,,,,,,,,window,-0.07914083867477228,0.0,0.16127927739617554,0.13205428238609487,,,,,,,
team_defense,pass_epa_per_dropback,season_to_date,2351,,,,,,,,window,-0.13056241500391041,-0.04512679339961312,0.15216097355781122,0.1884955986430881,,,,,,,
team_defense,pass_epa_per_dropback,trailing_3,2351,,,,,,,,window,-0.3334635228436251,-0.23269484041718247,0.0,0.16957035771402418,,,,,,,
team_defense,pass_epa_per_dropback,trailing_5,2351,,,,,,,,window,-0.2090123433172586,-0.11764832863946584,0.09332927177563366,0.16772108874319794,,,,,,,
team_defense,pass_epa_per_dropback,prior_season,2351,,,,,,,,window,-0.08174665709831275,0.0,0.18876921747999797,0.10600737428830369,,,,,,,
team_defense,pass_success_rate,season_to_date,2351,,,,,,,,window,-0.10517210540242483,-0.056529443079598396,0.15600011057675411,0.21916606564071459,,,,,,,
team_defense,pass_success_rate,trailing_3,2351,,,,,,,,window,-0.3094457940719082,-0.2518123003565631,0.0,0.19787364252016815,,,,,,,
team_defense,pass_success_rate,trailing_5,2351,,,,,,,,window,-0.16476770297482668,-0.1135020206585795,0.11048803375600924,0.22462137581350902,,,,,,,
team_defense,pass_success_rate,prior_season,2351,,,,,,,,window,-0.046040044261371094,0.0,0.20115819303328264,0.16754985221687616,,,,,,,
team_defense,rush_epa_per_play,season_to_date,2351,,,,,,,,window,-0.14955798617502758,-0.06426311834100451,0.17962790990026833,0.1541502105607078,,,,,,,
team_defense,rush_epa_per_play,trailing_3,2351,,,,,,,,window,-0.401264133736287,-0.2972931809657533,0.0,0.12190570600032913,,,,,,,
team_defense,rush_epa_per_play,trailing_5,2351,,,,,,,,window,-0.23098674268828212,-0.1396500265019225,0.12151698380660214,0.14859267857119768,,,,,,,
team_defense,rush_epa_per_play,prior_season,2351,,,,,,,,window,-0.08014453039299396,0.0,0.22916422080044951,0.1253283217773204,,,,,,,
team_defense,rush_success_rate,season_to_date,2351,,,,,,,,window,-0.14269567571472508,-0.046415863342019525,0.18504574146825947,0.19624026545738707,,,,,,,
team_defense,rush_success_rate,trailing_3,2351,,,,,,,,window,-0.40215927918882066,-0.28401790945579086,0.0,0.12951918170093454,,,,,,,
team_defense,rush_success_rate,trailing_5,2351,,,,,,,,window,-0.24677146677452,-0.14172256754103651,0.11082037163723357,0.1571019288915961,,,,,,,
team_defense,rush_success_rate,prior_season,2351,,,,,,,,window,-0.09200912920529425,0.0,0.22119466353562545,0.1253289829828236,,,,,,,
team_defense,early_down_epa_per_play,season_to_date,2351,,,,,,,,window,-0.09573135558198742,-0.010649774474303042,0.16675127307188986,0.2333355204213689,,,,,,,
team_defense,early_down_epa_per_play,trailing_3,2351,,,,,,,,window,-0.31501113673651426,-0.21290287259148544,0.0,0.17460779893737996,,,,,,,
team_defense,early_down_epa_per_play,trailing_5,2351,,,,,,,,window,-0.17621456139613034,-0.08488360322316568,0.10554783260987266,0.1895579739629093,,,,,,,
team_defense,early_down_epa_per_play,prior_season,2351,,,,,,,,window,-0.08418502952908713,-2.220446049250313e-16,0.17553167479651322,0.11944993889389924,,,,,,,
team_defense,explosive_pass_rate,season_to_date,2351,,,,,,,,window,-0.1561923624699273,-0.07693339898672424,0.17661578277213785,0.07857024745154222,,,,,,,
team_defense,explosive_pass_rate,trailing_3,2351,,,,,,,,window,-0.40419543911413625,-0.307935440653091,0.0,0.10358203648709273,,,,,,,
team_defense,explosive_pass_rate,trailing_5,2351,,,,,,,,window,-0.2540388705154597,-0.16807236159269623,0.10693423751141495,0.08777755070642788,,,,,,,
team_defense,explosive_pass_rate,prior_season,2351,,,,,,,,window,-0.07359690353904602,0.0,0.23543626931565498,0.06875853218288501,,,,,,,
team_defense,explosive_rush_rate,season_to_date,2351,,,,,,,,window,-0.1335980748577117,-0.07606451559395011,0.16792792468218487,0.19695783780629003,,,,,,,
team_defense,explosive_rush_rate,trailing_3,2351,,,,,,,,window,-0.362379664555774,-0.29323474193379284,0.0,0.15790834749784508,,,,,,,
team_defense,explosive_rush_rate,trailing_5,2351,,,,,,,,window,-0.2033608321525866,-0.14228660021104922,0.11672137843824759,0.1929157334218881,,,,,,,
team_defense,explosive_rush_rate,prior_season,2351,,,,,,,,window,-0.05346664482473429,0.0,0.22674517813781792,0.21845213176902206,,,,,,,
pass_protection,sack_rate_allowed,season_to_date,2350,,,,,,,,window,-0.010961521020625753,0.05881551856557932,0.19325211307780332,0.3793825369368223,,,,,,,
pass_protection,sack_rate_allowed,trailing_3,2349,,,,,,,,window,-0.2523316995205942,-0.1657984841213458,0.0,0.28160582815064045,,,,,,,
pass_protection,sack_rate_allowed,trailing_5,2350,,,,,,,,window,-0.10725370922042865,-0.030830537523204526,0.11641089039815145,0.32599195477542314,,,,,,,
pass_protection,sack_rate_allowed,prior_season,2350,,,,,,,,window,-0.07413747353745226,0.0,0.14283766590300628,0.23490461158131337,,,,,,,
pass_protection,qb_hit_rate_allowed,season_to_date,2350,,,,,,,,window,0.04127087571201782,0.08658848224337568,0.1807186481391665,0.4889311153781433,,,,,,,
pass_protection,qb_hit_rate_allowed,trailing_3,2349,,,,,,,,window,-0.16929846850313957,-0.11419065653287075,0.0,0.38907239530886384,,,,,,,
pass_protection,qb_hit_rate_allowed,trailing_5,2350,,,,,,,,window,-0.031585334512341356,0.017176069630532087,0.11845942090603145,0.4450875792805688,,,,,,,
pass_protection,qb_hit_rate_allowed,prior_season,2350,,,,,,,,window,-0.049613570280632846,0.0,0.10305340371334315,0.29322453291295014,,,,,,,
pass_protection,rush_stuffed_rate_approx,season_to_date,2350,,,,,,,,window,-0.07437376484933766,-0.04843712025247804,0.1795875423871156,0.17568732869327394,,,,,,,
pass_protection,rush_stuffed_rate_approx,trailing_3,2349,,,,,,,,window,-0.3096686484235913,-0.2780559993933811,0.0,0.15585671487798894,,,,,,,
pass_protection,rush_stuffed_rate_approx,trailing_5,2350,,,,,,,,window,-0.16613525001549245,-0.13798337538761252,0.10951670854659412,0.1653802779456308,,,,,,,
pass_protection,rush_stuffed_rate_approx,prior_season,2350,,,,,,,,window,-0.02473838830755426,0.0,0.21749006996688758,0.1986291719390543,,,,,,,
pass_rush,sack_rate_generated,season_to_date,2350,,,,,,,,window,-0.11975893701023055,-0.0316103381828281,0.1938784210362674,0.16526876968545384,,,,,,,
pass_rush,sack_rate_generated,trailing_3,2349,,,,,,,,window,-0.38876107757909506,-0.27949406671210375,0.0,0.11866037730346467,,,,,,,
pass_rush,sack_rate_generated,trailing_5,2350,,,,,,,,window,-0.22930825630038632,-0.13253582007481457,0.11501316948813389,0.132026054208507,,,,,,,
pass_rush,sack_rate_generated,prior_season,2350,,,,,,,,window,-0.08544757217407839,0.0,0.2185793907574558,0.07203118717612013,,,,,,,
pass_rush,qb_hit_rate_generated,season_to_date,2350,,,,,,,,window,-0.09083996689716423,-0.025051989272802944,0.20478981448431688,0.24896144854680788,,,,,,,
pass_rush,qb_hit_rate_generated,trailing_3,2349,,,,,,,,window,-0.37174539003129836,-0.28901780929474663,0.0,0.1515884257459673,,,,,,,
pass_rush,qb_hit_rate_generated,trailing_5,2350,,,,,,,,window,-0.2031049566912697,-0.13054633730395393,0.12294988739123225,0.1788921201966025,,,,,,,
pass_rush,qb_hit_rate_generated,prior_season,2350,,,,,,,,window,-0.06418013750798424,0.0,0.2242245331577526,0.1605182468792372,,,,,,,
special_teams,st_epa_per_play,season_to_date,2350,,,,,,,,window,-0.058669587427989445,-0.029065757571228534,0.18643558689412232,0.2663475867903512,,,,,,,
special_teams,st_epa_per_play,trailing_3,1291,,,,,,,,window,-0.31180498097660636,-0.3076597992223229,0.0,0.18344693087536637,,,,,,,
special_teams,st_epa_per_play,trailing_5,2351,,,,,,,,window,-0.14418537347932125,-0.11130710059276216,0.12051117002534928,0.24967952865282333,,,,,,,
special_teams,st_epa_per_play,prior_season,2351,,,,,,,,window,-0.03470425729189519,0.0,0.20466485789080457,0.2370064142474641,,,,,,,
special_teams,fg_pct,season_to_date,2349,,,,,,,,window,-0.13310490148023635,0.0020884890578447557,0.22953409839698335,0.12632549009968294,,,,,,,
special_teams,fg_pct,trailing_3,1289,,,,,,,,window,-0.45488415057368337,-0.2661988164522111,0.0,0.07547786260636925,,,,,,,
special_teams,fg_pct,trailing_5,2350,,,,,,,,window,-0.24419170797078138,-0.09477976385847064,0.15362177183926295,0.08820648690831467,,,,,,,
special_teams,fg_pct,prior_season,2350,,,,,,,,window,-0.13566520816141314,0.0,0.2275895851754517,-0.037183242817535274,,,,,,,
,avg_time_to_throw,,,,,,,,,,external_source_own_persistence,,,,0.6444769828711435,ngs_passing,season_to_season,274,614,2016,0.13841065615955062,
,aggressiveness,,,,,,,,,,external_source_own_persistence,,,,0.4094081101380372,ngs_passing,season_to_season,274,614,2016,-0.1932419886241863,
,completion_percentage_above_expectation,,,,,,,,,,external_source_own_persistence,,,,0.3532581287325813,ngs_passing,season_to_season,274,614,2016,-0.15363027204708524,qb.cpoe
,qb.cpoe,,,,,,,,,,pbp_metric_sample_restriction,,,,0.20712405969716657,pbp,season_to_season/full,573,1092,1999,-0.42091424548532386,qb.cpoe
,qb.cpoe,,,,,,,,,,pbp_metric_sample_restriction,,,,0.2954762617209455,pbp,season_to_season/ngs_covered_subset,453,608,1999,-0.3288782601366267,qb.cpoe
,avg_separation,,,,,,,,,,external_source_own_persistence,,,,0.5591902266804898,ngs_receiving,season_to_season,801,2101,2016,0.04809104997878866,
,avg_yac_above_expectation,,,,,,,,,,external_source_own_persistence,,,,0.28949625001167484,ngs_receiving,season_to_season,801,2101,2016,-0.3123209859742122,
,rush_yards_over_expected_per_att,,,,,,,,,,external_source_own_persistence,,,,0.20524314479131953,ngs_rushing,season_to_season,236,865,2016,-0.34996460013069264,rb.rush_epa_per_att
,rb.rush_epa_per_att,,,,,,,,,,pbp_metric_sample_restriction,,,,0.09112852745494085,pbp,season_to_season/full,1929,3335,1999,-0.3304634122350316,rb.rush_epa_per_att
,rb.rush_epa_per_att,,,,,,,,,,pbp_metric_sample_restriction,,,,0.10777870585752942,pbp,season_to_season/ngs_covered_subset,616,808,1999,-0.27432039739468084,rb.rush_epa_per_att
,efficiency,,,,,,,,,,external_source_own_persistence,,,,0.25540054692597064,ngs_rushing,season_to_season,296,865,2016,-0.11656214777333784,
